Co_ID|Exchange|Name| root_ ticker | QMV | OS_Shares | tech_sub_sector | cps | re |Sector| Sub_Sector |type_of_listing|date_of_listing|hq_location|hq_region|interlisted_code_1|interlisted_code_2|tsx_ven_grad|former_cpc|Index|technology_sub_sector|usa_city|USA_State|asia_region|place_inCopporated|fundfamily|sp_grouping|SP_Sub|income_trust_conversion| volume_ytd | value_ ytd | num_traded_share_ytd | num_of_month_trading_data |AFRICA|AUS_NZ_PNG|CANADA|CHINA_ ASIA|LATIN_AMERICA|OTHER|UK_EUROPE|USA|Oil_Gas|Gold|Silver|Copper|Nickel|Diamond|Molybdenum|Platinum_PGM|Iron|Lead|Zinc|Rare Earths|Potash|Lithium|Uranium|Coal|Tungsten|base_ precious_metals|mineral_properties|other_properties
MCC0003|TSX|McCoy Global Inc.|MCB| 37,785,749 | 27,580,839 |||| Industrial Products & Services |Energy Services||19971118|AB|Canada||||||||||C||||| 1,036,868 | 1,431,637 | 832 |6||||||||||||||||||||||||||||
MED0021|TSX|Medical Facilities Corporation|DR| 475,109,236 | 31,400,687 |||Specialized| Real Estate ||IPO|20040329|USA|USA|||||||Rapid City|SD||C||||2011| 20,500,493 | 298,047,461 | 115,763 |6||||||||||||||||||||||||||||
MEL0002|TSX|Melcor Developments Ltd.|MRD| 502,314,207 | 33,398,551 |||Real Estate Development and Services| Real Estate |||19720627|AB|Canada||||||||||C||||| 770,339 | 11,544,563 | 2,112 |6||||||||||||||||||||||||||||
MEL0004|TSX|Melcor Real Estate Investment Trust|MR| 165,895,471 | 13,761,797 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20130501|AB|Canada||||||||||C||Income Trust|REIT|| 1,625,806 | 18,481,955 | 4,742 |6||||||||||||||||||||||||||||
MET0004|TSX|Methanex Corporation|MX| 7,539,374,295 | 81,103,424 |||| Industrial Products & Services |||19730706|BC|Canada|TSX-NasdaqGM||||1|||||C||||| 38,473,882 | 3,076,840,840 | 260,662 |6||||||||||||||||||||||||||||
MET0007|TSX|Metro Inc.|MRU| 11,450,186,052 | 256,213,606 ||Consumer Staples|| Consumer Products & Services |||19930119|Quebec|Canada|||||60|||||C||||| 66,917,300 | 2,773,425,438 | 346,466 |6||||||||||||||||||||||||||||
MOL0002|TSX|Molson Coors Canada Inc.|TPX| 1,723,006,924 | 17,569,990 ||Consumer Staples|| Consumer Products & Services |||19450302|ON|Canada||||||||||C||||| 844,716 | 82,929,006 | 3,595 |6||||||||||||||||||||||||||||
ACK0001|TSX|Morguard Corporation|MRC| 1,915,068,649 | 11,440,759 |||Diversified| Real Estate |||19620614|ON|Canada||||||||||C||||| 585,421 | 103,075,140 | 2,315 |6||||||||||||||||||||||||||||
MOR0014|TSX|Morguard North American Residential Real Estate Investment Trust|MRG| 593,114,460 | 34,559,016 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20120418|ON|Canada||||||||||C||Income Trust|REIT|| 3,249,697 | 68,551,143 | 13,132 |6||||||||||||||||||||||||||||
MOR0003|TSX|Morguard Real Estate Investment Trust|MRT| 978,027,765 | 62,454,514 |||Industrial/Office/Retail/Residential| Real Estate |||19971010|ON|Canada||||||||||C||Income Trust|REIT|| 3,048,465 | 48,427,718 | 13,481 |6||||||||||||||||||||||||||||
MOR0012|TSX|Morneau Shepell Inc.|MSI| 1,563,894,592 | 54,743,907 |||| Industrial Products & Services ||IPO|20050929|ON|Canada|||||1|||||C||||2011| 12,382,851 | 320,329,065 | 60,488 |6||||||||||||||||||||||||||||
MTY0001|TSX|MTY Food Group Inc.|MTY| 1,267,334,032 | 25,160,493 ||Consumer Discretionary|| Consumer Products & Services ||TSXV Grad|20100513|Quebec|Canada|||1|||||||C||||| 5,704,846 | 284,985,613 | 40,921 |6||||||||||||||||||||||||||||
MUL0001|TSX|Mullen Group Ltd.|MTL| 1,605,966,644 | 103,677,640 |||| Industrial Products & Services |Energy Services||19931213|AB|Canada|||||1|||||C||||2005_2009| 14,900,328 | 222,057,518 | 90,319 |6||||||||||||||||||||||||||||
NAT0002|TSX|National Bank of Canada|NA| 23,853,330,262 | 437,377,539 |||| Financial Services |||19791101|Quebec|Canada|||||60|||||C||||| 141,802,502 | 8,335,492,348 | 677,085 |6||||||||||||||||||||||||||||
NEO0002|TSX|Neo Performance Materials Inc.|NEO| 649,644,886 | 39,904,477 |||| Industrial Products & Services ||IPO|20171208|ON|Canada||||||||||C||||| 3,254,203 | 56,842,997 | 9,379 |6||||||||||||||||||||||||||||
BEN0004|TSX|New Look Vision Group Inc.|BCI| 520,522,848 | 15,514,839 ||Consumer Discretionary|| Consumer Products & Services |||19991206|Quebec|Canada||||||||||C||||2005_2010| 538,949 | 18,195,105 | 792 |6||||||||||||||||||||||||||||
NEW0017|TSX|Newalta Corporation|NAL| 111,066,666 | 88,148,148 |||| Industrial Products & Services |Energy Services||19880510|AB|Canada||||||||||C||||2003_2009| 21,651,277 | 27,061,989 | 19,391 |6||||||||||||||||||||||||||||
NEW0024|TSX|Newfoundland Capital Corporation Limited|NCC| 352,397,575 | 25,294,255 |||| Comm & Media |||19730130|NS|Canada||||||||||C||||| 745,063 | 10,009,308 | 1,151 |6||||||||||||||||||||||||||||
NEX0004|TSX|Norbord Inc.|OSB| 4,684,408,580 | 86,652,027 |||| Industrial Products & Services |Forest Products & Paper||19870707|ON|Canada|TSX-NYSE||||1|||||C||||| 40,338,576 | 1,965,063,084 | 281,720 |6||||||||||||||||||||||||||||
NOR0071|TSX|North American Construction Group Ltd.|NOA| 253,804,434 | 27,732,185 |||| Industrial Products & Services |Energy Services|IPO|20061127|AB|Canada|TSX-NYSE|||||||||C||||| 3,061,796 | 28,076,131 | 14,022 |6||||||||||||||||||||||||||||
NOR0021|TSX|North West Company Inc.|NWC| 1,427,597,016 | 48,690,212 ||Consumer Staples|| Consumer Products & Services |||19970407|MB|Canada|||||1|||||C||||2011| 13,149,159 | 371,282,974 | 87,588 |6||||||||||||||||||||||||||||
TRU0006|TSX|Northview Apartment Real Estate Investment Trust|NVU| 1,493,584,744 | 56,195,166 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20130503|ON|Canada|||1|1|1|||||C||Income Trust|REIT|| 18,829,908 | 482,799,938 | 83,916 |6||||||||||||||||||||||||||||
NOR0079|TSX|Northwest Healthcare Properties Real Estate Investment Trust|NWH| 1,457,463,538 | 105,958,491 |||Specialized| Real Estate ||IPO|20100323|ON|Canada||||||||||C||Income Trust|REIT|| 25,249,828 | 299,109,657 | 107,275 |6||||||||||||||||||||||||||||
OLY0007|TSX|Olympia Financial Group Inc.|OLY| 100,778,022 | 2,406,352 |||| Financial Services ||TSXV Grad|20130909|AB|Canada|||1|||||||C||||| 99,830 | 3,540,160 | 618 |6||||||||||||||||||||||||||||
ONE0001|TSX|ONEX Corporation|ONEX| 9,724,405,874 | 100,781,489 |||| Financial Services |||19870430|ON|Canada|||||1|||||C||||| 16,470,224 | 1,528,893,472 | 109,147 |6||||||||||||||||||||||||||||
ORB0003|TSX|Orbit Garant Drilling Inc.|OGD| 79,523,662 | 36,147,119 |||| Industrial Products & Services |Mining Services|IPO|20080625|Quebec|Canada||||||||||C||||| 918,575 | 2,086,463 | 649 |6||||||||||||||||||||||||||||
PAR0023|TSX|Park Lawn Corporation|PLC| 562,564,478 | 23,103,264 ||Consumer Discretionary|| Consumer Products & Services ||TSXV Grad|20161019|ON|Canada|||1|||||||C||||| 5,260,479 | 128,955,118 | 21,051 |6||||||||||||||||||||||||||||
PAR0010|TSX|Parkland Fuel Corporation|PKI| 4,271,506,071 | 132,244,770 |||| Industrial Products & Services |||19840106|AB|Canada|||||1|||||C||||2002_2011| 42,266,287 | 1,255,103,202 | 216,364 |6||||||||||||||||||||||||||||
PAR0022|TSX|Partners Real Estate Investment Trust|PAR| 137,885,601 | 45,961,867 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20120403|BC|Canada|||1|1||||||C||Income Trust|REIT|| 2,288,477 | 6,942,434 | 2,309 |6||||||||||||||||||||||||||||
PAS0001|TSX|Pason Systems Inc.|PSI| 1,834,448,448 | 85,243,887 |||| Industrial Products & Services |Energy Services|TSXV Grad|19971224|AB|Canada|||1|1|1|||||C||||| 15,769,384 | 297,769,872 | 93,493 |6||||||||||||||||||||||||||||
PHO0007|TSX|PHX Energy Services Corp.|PHX| 124,121,249 | 58,272,887 |||| Industrial Products & Services |Energy Services|TSXV Grad|20030324|AB|Canada|||1|1||||||C||||2004_2011| 6,751,502 | 14,467,821 | 4,509 |6||||||||||||||||||||||||||||
PIN0004|TSX|Pinetree Capital Ltd.|PNP| 20,623,051 | 9,045,198 |||| Financial Services ||TSXV Grad|20010911|ON|Canada|||1|||||||C||||| 517,598 | 1,271,629 | 977 |6||||||||||||||||||||||||||||
PIZ0001|TSX|Pizza Pizza Royalty Corp.|PZA| 301,575,302 | 24,618,392 ||Consumer Discretionary|| Consumer Products & Services ||IPO|20050705|ON|Canada||||||||||C||||2013| 4,351,801 | 60,302,618 | 19,308 |6||||||||||||||||||||||||||||
PLA0026|TSX|Plaza Retail REIT|PLZ| 493,174,242 | 102,559,052 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20130702|NB|Canada|||1|1||||||C||Income Trust|REIT|2014| 9,053,002 | 46,374,477 | 18,584 |6||||||||||||||||||||||||||||
POL0009|TSX|Pollard Banknote Limited|PBL| 551,707,423 | 25,613,158 ||Consumer Discretionary|| Consumer Products & Services ||IPO|20050804|MB|Canada||||||||||C||||2010| 1,717,488 | 35,694,508 | 6,803 |6||||||||||||||||||||||||||||
POS0004|TSX|Postmedia Network Canada Corp.|PNC| 93,715,965 | 93,717,199 |||| Comm & Media ||Other|20110614|ON|Canada||||||||||C||||| 70,316 | 82,887 | 138 |6||||||||||||||||||||||||||||
POW0002|TSX|Power Corporation Of Canada|POW| 14,772,934,778 | 503,690,126 |||| Financial Services |||19360302|Quebec|Canada|||||60|||||C||||| 101,558,818 | 3,047,138,942 | 429,421 |6||||||||||||||||||||||||||||
POW0007|TSX|Power Financial Corporation|PWF| 24,641,556,319 | 827,071,479 |||| Financial Services |||19841010|Quebec|Canada|||||1|||||C||||| 72,993,535 | 2,286,094,515 | 346,565 |6||||||||||||||||||||||||||||
PRE0001|TSX|Precision Drilling Corporation|PD| 1,275,589,032 | 293,238,858 |||| Industrial Products & Services |Energy Services|TSXV Grad|19880923|AB|Canada|TSX-NYSE||1||1|||||C||||2005_2010| 316,394,503 | 1,365,163,430 | 373,471 |6||||||||||||||||||||||||||||
FLE0003|TSX|Premium Brands Holdings Corporation|PBH| 4,154,619,758 | 36,594,478 ||Consumer Staples|| Consumer Products & Services |||19961203|BC|Canada|||||1|||||C||||2005_2009| 10,505,861 | 1,266,030,920 | 78,233 |6||||||||||||||||||||||||||||
PUL0001|TSX|Pulse Seismic Inc.|PSD| 144,320,458 | 53,850,917 |||| Industrial Products & Services |Energy Services|TSXV Grad|20011121|AB|Canada|TSX-OTCQX||1|||||||C||||| 2,128,361 | 6,379,043 | 4,642 |6||||||||||||||||||||||||||||
QUE0013|TSX|Quebecor Inc.|QBR| 6,278,680,677 | 233,407,128 |||| Comm & Media |||19830920|Quebec|Canada|||||1|||||C||||| 54,498,428 | 1,335,035,830 | 255,332 |6||||||||||||||||||||||||||||
CAR0031|TSX|Recipe Unlimited Corporation|RECP| 796,212,604 | 27,966,723 ||Consumer Discretionary|| Consumer Products & Services ||IPO|20150410|ON|Canada||||||||||C||||| 3,932,718 | 105,906,145 | 23,137 |6||||||||||||||||||||||||||||
REI0001|TSX|Reitmans (Canada) Limited|RET| 256,966,091 | 63,330,266 ||Consumer Discretionary|| Consumer Products & Services |||19591105|ON|Canada||||||||||C||||| 2,993,795 | 12,411,475 | 6,582 |6||||||||||||||||||||||||||||
ABI0001|TSX|Resolute Forest Products Inc.|RFP| 1,230,685,720 | 90,425,108 |||| Industrial Products & Services |Forest Products & Paper|Other|20101209|Quebec|Canada|TSX-NYSE|||||||||U||||| 1,617,214 | 19,509,545 | 10,277 |6||||||||||||||||||||||||||||
RES0014|TSX|Restaurant Brands International Inc.|QSR| 19,762,404,942 | 249,210,655 ||Consumer Discretionary|| Consumer Products & Services ||Other|20141212|ON|Canada|TSX-NYSE||||60|||||C||||| 71,644,372 | 5,319,067,954 | 489,129 |6||||||||||||||||||||||||||||
RES0015|TSX|Restaurant Brands International Limited Partnership|QSP| 17,194,062,993 | 217,646,367 ||Consumer Discretionary|| Consumer Products & Services ||Other|20141212|ON|Canada||||||||||C||||| 31,093 | 2,336,077 | 257 |6||||||||||||||||||||||||||||
RIC0010|TSX|Richards Packaging Income Fund|RPI| 411,333,462 | 10,893,365 |||| Industrial Products & Services ||IPO|20040407|ON|Canada||||||||||C||Income Trust|Business Trust|| 574,275 | 19,538,607 | 3,133 |6||||||||||||||||||||||||||||
RIC0004|TSX|Richelieu Hardware Ltd.|RCH| 1,581,725,572 | 57,706,150 |||| Industrial Products & Services |||19930726|Quebec|Canada||||||||||C||||| 8,758,970 | 262,288,114 | 56,513 |6||||||||||||||||||||||||||||
RIO0005|TSX|Riocan Real Estate Investment Trust|REI| 7,658,899,557 | 317,138,698 |||Industrial/Office/Retail/Residential| Real Estate |||19940105|ON|Canada|||||1|||||C||Income Trust|REIT|| 96,716,043 | 2,304,289,478 | 316,230 |6||||||||||||||||||||||||||||
RIT0001|TSX|Ritchie Bros. Auctioneers Incorporated|RBA| 4,831,883,472 | 107,758,329 |||| Industrial Products & Services ||Other|20040127|BC|Canada|TSX-NYSE||||1|||||C||||| 20,937,582 | 867,958,627 | 159,557 |6||||||||||||||||||||||||||||
ROC0012|TSX|Rocky Mountain Dealerships Inc.|RME| 218,967,827 | 19,888,086 |||| Industrial Products & Services |Agriculture|IPO|20071219|AB|Canada|TSX-OTCQX|||||||||C||||| 5,391,343 | 65,989,094 | 22,654 |6||||||||||||||||||||||||||||
ROG0003|TSX|Rogers Communications Inc.|RCI| 32,168,508,937 | 514,812,675 |||| Comm & Media |||19710401|ON|Canada|TSX-NYSE||||60|||||C||||| 118,484,927 | 7,098,530,971 | 625,194 |6||||||||||||||||||||||||||||
ROG0004|TSX|Rogers Sugar Inc.|RSI| 717,966,421 | 107,261,070 ||Consumer Staples|| Consumer Products & Services |||19971205|Quebec|Canada||||||||||C||||2011| 22,329,931 | 157,442,850 | 75,174 |6||||||||||||||||||||||||||||
ROO0001|TSX|Roots Corporation|ROOT| 449,191,350 | 41,980,500 ||Consumer Discretionary|| Consumer Products & Services ||IPO|20171025|ON|Canada||||||||||C||||| 13,442,859 | 156,527,477 | 37,803 |6||||||||||||||||||||||||||||
ROY0003|TSX|Royal Bank of Canada|RY| 149,041,840,526 | 1,693,009,496 |||| Financial Services |||19180702|ON|Canada|TSX-NYSE||||60|||||C||||| 312,224,550 | 29,851,306,744 | 1,325,113 |6||||||||||||||||||||||||||||
RUS0001|TSX|Russel Metals Inc.|RUS| 1,665,016,854 | 61,965,644 |||| Industrial Products & Services |||19431216|ON|Canada|||||1|||||C||||| 25,009,093 | 741,628,792 | 143,390 |6||||||||||||||||||||||||||||
SAP0001|TSX|Saputo Inc.|SAP| 16,923,564,329 | 387,710,523 ||Consumer Staples|| Consumer Products & Services |||19971015|Quebec|Canada|||||60|||||C||||| 53,336,137 | 2,244,849,290 | 283,127 |6||||||||||||||||||||||||||||
SAV0002|TSX|Savaria Corporation|SIS| 717,082,525 | 44,733,782 |||| Industrial Products & Services ||TSXV Grad|20030320|Quebec|Canada|||1|1||||||C||||| 12,470,694 | 213,007,058 | 66,678 |6||||||||||||||||||||||||||||
SEC0002|TSX|Second Cup Ltd. (The)|SCU| 52,043,591 | 19,940,073 ||Consumer Discretionary|| Consumer Products & Services ||IPO|20041201|ON|Canada||||||||||C||||2011| 8,313,999 | 24,764,993 | 9,227 |6||||||||||||||||||||||||||||
SEC0004|TSX|Secure Energy Services Inc.|SES| 1,194,612,578 | 164,547,187 |||| Industrial Products & Services |Energy Services|IPO|20100330|AB|Canada|||||1|||||C||||| 52,658,575 | 431,196,069 | 185,726 |6||||||||||||||||||||||||||||
SEN0003|TSX|Senvest Capital Inc.|SEC| 582,170,316 | 2,704,624 |||| Financial Services |||19831011|Quebec|Canada||||||||||C||||| 73,224 | 17,424,562 | 411 |6||||||||||||||||||||||||||||
SHA0004|TSX|Shaw Communications Inc.|SJR| 13,101,602,591 | 492,967,602 |||| Comm & Media |||19830325|AB|Canada|TSX-NYSE||||60|||||C||||| 154,258,478 | 4,026,920,313 | 503,134 |6||||||||||||||||||||||||||||
SHA0005|TSX|ShawCor Ltd.|SCL| 1,787,947,814 | 70,060,651 |||| Industrial Products & Services |Energy Services||19690627|ON|Canada|||||1|||||C||||| 11,493,672 | 299,348,911 | 77,880 |6||||||||||||||||||||||||||||
LEI0007|TSX|Sienna Senior Living Inc.|SIA| 1,087,562,348 | 65,594,834 |||Specialized| Real Estate ||IPO|20100322|ON|Canada|||||1|||||C||||| 26,895,713 | 476,557,755 | 125,919 |6||||||||||||||||||||||||||||
SIR0003|TSX|SIR Royalty Income Fund|SRV| 126,387,306 | 8,375,567 ||Consumer Discretionary|| Consumer Products & Services ||IPO|20041008|ON|Canada||||||||||C||Income Trust|Business Trust|| 1,023,822 | 15,055,679 | 3,178 |6||||||||||||||||||||||||||||
FAM0001|TSX|Slate Office REIT|SOT| 560,476,235 | 70,048,981 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20121228|BC|Canada||||||||||C||Income Trust|REIT|| 26,320,148 | 214,677,964 | 73,975 |6||||||||||||||||||||||||||||
SLA0004|TSX|Slate Retail REIT|SRT| 556,289,881 | 43,257,378 |||Industrial/Office/Retail/Residential| Real Estate ||Other|20140422|ON|Canada||||||||||C||Income Trust|REIT|| 4,887,740 | 60,037,814 | 17,344 |6||||||||||||||||||||||||||||
SLE0003|TSX|Sleep Country Canada Holdings Inc.|ZZZ| 1,205,388,960 | 37,009,179 ||Consumer Discretionary|| Consumer Products & Services ||IPO|20150716|ON|Canada|||||1|||||C||||| 15,347,263 | 518,290,614 | 75,589 |6||||||||||||||||||||||||||||
CAL0019|TSX|SmartCentres Real Estate Investment Trust|SRU| 4,104,367,605 | 133,589,585 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20021101|ON|Canada|||1|1|1|||||C||Income Trust|REIT|| 27,124,497 | 804,447,293 | 138,441 |6||||||||||||||||||||||||||||
SNC0001|TSX|SNC-Lavalin Group Inc.|SNC| 10,191,333,053 | 175,531,055 |||| Industrial Products & Services |||19861010|Quebec|Canada|||||60|||||C||||| 47,610,843 | 2,673,591,745 | 272,210 |6||||||||||||||||||||||||||||
SOU0023|TSX|Source Energy Services Ltd.|SHLE| 305,912,009 | 61,551,712 |||| Industrial Products & Services |Energy Services|IPO|20170413|AB|Canada||||||||||C||||| 11,194,056 | 65,949,599 | 22,913 |6||||||||||||||||||||||||||||
SPI0007|TSX|Spin Master Corp.|TOY| 1,639,694,144 | 28,129,939 ||Consumer Discretionary|| Consumer Products & Services ||IPO|20150730|ON|Canada|||||1|||||C||||| 10,408,558 | 546,721,547 | 64,183 |6||||||||||||||||||||||||||||
SPR0003|TSX|Sprott Inc.|SII| 765,420,746 | 251,783,140 |||| Financial Services ||IPO|20080514|ON|Canada||||||||||C||||| 47,648,787 | 149,970,029 | 82,170 |6||||||||||||||||||||||||||||
GEN0005|TSX|Sprott Resource Holdings Inc.|SRHI| 74,984,893 | 681,680,846 |||| Financial Services ||Other|20170213|ON|Canada||||||||||C||||| 50,274,157 | 6,073,532 | 5,266 |6||||||||||||||||||||||||||||
STA0026|TSX|Stantec Inc.|STN| 3,851,274,853 | 113,909,342 |||| Industrial Products & Services |Agriculture||19940329|AB|Canada|TSX-NYSE||||1|||||C||||| 31,882,698 | 1,063,437,374 | 154,211 |6||||||||||||||||||||||||||||
STE0018|TSX|Stelco Holdings Inc.|STLC| 2,251,425,698 | 88,813,637 |||| Industrial Products & Services ||IPO|20171110|ON|Canada||||||||||C||||| 10,140,563 | 243,468,011 | 46,955 |6||||||||||||||||||||||||||||
STE0005|TSX|Stella-Jones Inc.|SJ| 3,321,111,542 | 69,348,748 |||| Industrial Products & Services |Forest Products & Paper||19940628|Quebec|Canada|||||1|||||C||||| 13,354,700 | 628,383,557 | 85,514 |6||||||||||||||||||||||||||||
STE0017|TSX|STEP Energy Services Ltd.|STEP| 730,274,090 | 66,509,480 |||| Industrial Products & Services |Energy Services|IPO|20170502|AB|Canada||||||||||C||||| 17,255,318 | 187,582,802 | 44,465 |6||||||||||||||||||||||||||||
STI0005|TSX|Stingray Digital Group Inc.|RAY| 417,422,249 | 47,998,479 |||| Comm & Media ||IPO|20150603|Quebec|Canada||||||||||C||||| 6,055,224 | 56,723,199 | 15,298 |6||||||||||||||||||||||||||||
STR0024|TSX|Strad Energy Services Ltd.|SDY| 88,861,996 | 57,330,320 |||| Industrial Products & Services |Energy Services|IPO|20101123|AB|Canada||||||||||C||||| 8,211,685 | 12,437,343 | 2,256 |6||||||||||||||||||||||||||||
COU0002|TSX|Street Capital Group Inc.|SCB| 103,856,555 | 122,184,182 |||| Financial Services |||19860619|ON|Canada||||||||||C||||| 6,939,706 | 4,968,381 | 1,771 |6||||||||||||||||||||||||||||
STR0012|TSX|Strongco Corporation|SQP| 30,938,822 | 13,221,719 |||| Industrial Products & Services |||19951211|ON|Canada||||||||||C||||2005_2010| 956,444 | 2,025,426 | 497 |6||||||||||||||||||||||||||||
CHU0002|TSX|Stuart Olson Inc.|SOX| 294,035,811 | 28,353,969 |||| Industrial Products & Services ||TSXV Grad|19991208|AB|Canada|||1|||||||C||||| 5,959,506 | 46,150,873 | 22,975 |6||||||||||||||||||||||||||||
SUM0005|TSX|Summit Industrial Income REIT|SMU| 706,176,546 | 80,613,761 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20131111|ON|Canada|||1|||||||C||Income Trust|REIT|| 27,213,587 | 224,530,886 | 78,869 |6||||||||||||||||||||||||||||
SUN0014|TSX|Sun Life Financial Inc.|SLF| 34,135,309,547 | 699,821,466 |||| Financial Services ||IPO|20000329|ON|Canada|TSX-NYSE||||60|||||C||||| 144,531,078 | 7,478,353,234 | 699,879 |6||||||||||||||||||||||||||||
KIN0016|TSX|Sunwah International Limited|SWH| 27,941,978 | 93,139,927 |||| Financial Services ||TSXV Grad|20021017|Hong Kong|Asia|||1||||||Hong Kong|F||||| 52,500 | 18,500 | 33 |4||||||||||||||||||||||||||||
SUP0004|TSX|Supremex Inc.|SXP| 93,453,993 | 28,405,469 ||Consumer Discretionary|| Consumer Products & Services |Forest Products & Paper|IPO|20060330|Quebec|Canada||||||||||C||||2011| 4,874,744 | 19,915,074 | 9,327 |6||||||||||||||||||||||||||||
TAI0001|TSX|Taiga Building Products Ltd.|TBL| 184,580,512 | 116,823,109 |||| Industrial Products & Services |||19930607|BC|Canada||||||||||C||||2005, 2006| 2,424,270 | 3,585,384 | 1,682 |6||||||||||||||||||||||||||||
PHO0008|TSX|Tellza Inc.|TEL| 8,217,022 | 10,144,471 |||| Comm & Media ||TSXV Grad|20080205|USA|USA|||1||||Miami|FL||C||||| 21,927 | 26,257 | 45 |3||||||||||||||||||||||||||||
TEL0021|TSX|TELUS Corporation|T| 27,814,662,622 | 595,603,054 |||| Comm & Media |||19990201|BC|Canada|TSX-NYSE||||60|||||C||||| 124,916,064 | 5,735,745,269 | 580,801 |6||||||||||||||||||||||||||||
TEM0006|TSX|Temple Hotels Inc.|TPH| 118,508,300 | 25,451,379 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20120723|MB|Canada|||1|1||||||C||||2013| 2,799,243 | 13,898,799 | 3,748 |6||||||||||||||||||||||||||||
SWI0002|TSX|Ten Peaks Coffee Company Inc.|TPK| 55,363,993 | 9,061,210 ||Consumer Staples|| Consumer Products & Services |||20020723|BC|Canada||||||||||C||||2011| 1,972,227 | 12,798,702 | 5,996 |6||||||||||||||||||||||||||||
TER0010|TSX|TeraGo Inc.|TGO| 112,699,795 | 15,718,242 |||| Comm & Media ||IPO|20070625|ON|Canada||||||||||C||||| 10,372,674 | 58,630,341 | 3,293 |6||||||||||||||||||||||||||||
TER0008|TSX|TerraVest Industries Inc.|TVK| 196,702,445 | 17,594,909 |||| Industrial Products & Services |Energy Services|IPO|20040708|AB|Canada||||||||||C||||| 745,893 | 10,527,407 | 1,116 |6||||||||||||||||||||||||||||
TRA0025|TSX|TFI International Inc.|TFII| 3,555,549,137 | 87,683,086 |||| Industrial Products & Services ||Other|19991206|Quebec|Canada|TSX-OTCQX||||1|||||C||||2002| 32,552,675 | 1,151,941,933 | 189,456 |6||||||||||||||||||||||||||||
EMP0007|TSX|The Empire Life Insurance Company|EML| 155,838,800 | 5,980,000 |||| Financial Services ||IPO|20160216|ON|Canada||||||||||C||||| 328,738 | 8,661,973 | 1,223 |6||||||||||||||||||||||||||||
THO0001|TSX|Thomson Reuters Corporation|TRI| 37,871,052,557 | 717,640,953 |||| Comm & Media |||19800313|ON|Canada|TSX-NYSE||||60|||||C||||| 108,923,253 | 5,570,541,769 | 585,585 |6||||||||||||||||||||||||||||
TID0002|TSX|Tidewater Midstream and Infrastructure Ltd.|TWM| 408,072,689 | 329,090,878 |||| Industrial Products & Services |Energy Services|TSXV Grad|20171120|AB|Canada|||1|||||||C||||| 47,188,646 | 64,574,763 | 27,213 |6||||||||||||||||||||||||||||
TIM0007|TSX|Timbercreek Financial Corp.|TF| 894,451,259 | 80,998,280 |||| Financial Services ||IPO|20080704|ON|Canada||||||||||C||||| 10,287,770 | 111,172,308 | 36,095 |6||||||||||||||||||||||||||||
TSX0001|TSX|TMX Group Limited|X| 4,792,337,772 | 55,608,468 |||| Financial Services ||IPO|20021104|ON|Canada|||||1|||||C||||| 12,299,812 | 959,007,277 | 81,832 |6||||||||||||||||||||||||||||
TOR0006|TSX|Toromont Industries Ltd.|TIH| 4,607,644,073 | 81,034,894 |||| Industrial Products & Services |||19740521|ON|Canada|||||1|||||C||||| 14,125,021 | 791,923,486 | 91,663 |6||||||||||||||||||||||||||||
TOR0001|TSX|Toronto-Dominion Bank (The)|TD| 145,518,580,261 | 2,049,631,873 |||| Financial Services |||19550202|ON|Canada|TSX-NYSE||||60|||||C||||| 459,556,149 | 32,587,635,523 | 1,714,217 |6||||||||||||||||||||||||||||
TOR0009|TSX|Torstar Corporation|TS| 92,379,004 | 71,060,772 |||| Comm & Media |||19700522|ON|Canada||||||||||C||||| 3,992,687 | 6,565,228 | 5,064 |6||||||||||||||||||||||||||||
TOT0001|TSX|Total Energy Services Inc.|TOT| 537,289,673 | 46,238,354 |||| Industrial Products & Services |Energy Services|TSXV Grad|19981214|AB|Canada|||1|1||||||C||||2005_2009| 3,061,018 | 40,409,913 | 13,031 |6||||||||||||||||||||||||||||
TRA0012|TSX|Transat A.T. Inc.|TRZ| 306,375,716 | 37,454,244 ||Consumer Discretionary|| Consumer Products & Services |||19930330|Quebec|Canada||||||||||C||||| 8,705,224 | 80,655,287 | 35,007 |6||||||||||||||||||||||||||||
GTC0001|TSX|Transcontinental Inc.|TCL| 2,681,123,831 | 87,833,060 |||| Comm & Media |||19850321|Quebec|Canada|||||1|||||C||||| 26,860,253 | 740,346,565 | 135,828 |6||||||||||||||||||||||||||||
TRE0002|TSX|Tree Island Steel Ltd.|TSL| 88,897,337 | 29,533,999 |||| Industrial Products & Services |||20021111|BC|Canada||||||||||C||||2012| 1,868,112 | 5,255,757 | 4,107 |6||||||||||||||||||||||||||||
